   3.89530       65.4798       89.4768       11.9034    
   3.93620       65.4572       90.3294       12.0642    
   3.97845       65.4389       91.1820       12.2280    
   4.02211       65.4252       92.0346       12.3949    
   4.06724       65.4159       92.8873       12.5651    
   4.11390       65.4110       93.7398       12.7386    
   4.16215       65.4106       94.5922       12.9156    
   4.21208       65.4147       95.4443       13.0964    
   4.26376       65.4232       96.2962       13.2809    
   4.31726       65.4362       97.1478       13.4696    
   4.37267       65.4536       97.9989       13.6624    
   4.43009       65.4755       98.8496       13.8596    
   4.48960       65.5018       99.6997       14.0615    
   4.55132       65.5325       100.549       14.2683    
   4.61536       65.5677       101.398       14.4801    
   4.68182       65.6073       102.246       14.6973    
   4.75085       65.6513       103.094       14.9202    
   4.82257       65.6997       103.940       15.1489    
   4.89713       65.7524       104.786       15.3840    
   4.97469       65.8095       105.631       15.6256    
   5.05542       65.8710       106.474       15.8741    
   5.13950       65.9368       107.317       16.1301    
   5.22711       66.0069       108.158       16.3937    
   5.31848       66.0813       108.999       16.6657    
   5.41384       66.1600       109.838       16.9463    
   5.51343       66.2429       110.675       17.2361    
   5.61751       66.3300       111.512       17.5358    
   5.72639       66.4214       112.347       17.8459    
   5.84037       66.5170       113.180       18.1672    
   5.95982       66.6167       114.012       18.5003    
   6.08510       66.7205       114.843       18.8460    
   6.21663       66.8284       115.672       19.2053    
   6.35487       66.9404       116.499       19.5792    
   6.50032       67.0565       117.325       19.9686    
   6.65353       67.1766       118.148       20.3747    
   6.81512       67.3006       118.971       20.7989    
   6.98575       67.4287       119.791       21.2425    
   7.16619       67.5606       120.609       21.7072    
   7.35727       67.6964       121.426       22.1947    
   7.55993       67.8361       122.240       22.7070    
   7.77521       67.9796       123.053       23.2462    
   8.00430       68.1269       123.864       23.8148    
   8.24853       68.2779       124.672       24.4157    
   8.50941       68.4327       125.479       25.0519    
   8.78865       68.5911       126.283       25.7271    
   9.08823       68.7531       127.086       26.4453    
   9.41038       68.9188       127.886       27.2112    
   9.75771       69.0880       128.684       28.0302    
   10.1332       69.2608       129.480       28.9085    
   10.5405       69.4370       130.274       29.8535    
   10.9835       69.6166       131.066       30.8735    
   11.4673       69.7997       131.855       31.9787    
   11.9975       69.9861       132.642       33.1810    
   12.5811       70.1758       133.427       34.4946    
   13.2266       70.3688       134.210       35.9369    
   13.9441       70.5650       134.990       37.5288    
   14.7464       70.7644       135.768       39.2964    
   15.6492       70.9670       136.544       41.2719    
   16.6725       71.1726       137.317       43.4963    
   17.8420       71.3813       138.088       46.0219    
   19.1913       71.5930       138.857       48.9171    
   20.7649       71.8077       139.623       52.2727    
   22.6235       72.0253       140.388       56.2121    
   24.8518       72.2458       141.150       60.9075    
   27.5721       72.4691       141.909       66.6065    
   30.9667       72.6952       142.666       73.6785    
   35.3210       72.9241       143.421       82.7008    
   41.1081       73.1556       144.174       94.6289    
   49.1727       73.3898       144.924       111.167    
   61.1863       73.6266       145.672       135.682    
   80.9857       73.8659       146.418       175.892    
   119.759       74.1078       147.162       254.271    
   229.833       74.3521       147.903       475.772    
   2847.88       74.5989       148.642       5716.96    
   50000.0       74.6194       148.703       100027.    
